Id,SalePrice
1461,45524.86
1462,44856.676
1463,44640.887
1464,44856.676
1465,45740.65
1466,44856.676
1467,44640.887
1468,44856.676
1469,45740.65
1470,45524.86
1471,45740.65
1472,45740.65
1473,44856.676
1474,44856.676
1475,45740.65
1476,44856.676
1477,44856.676
1478,44856.676
1479,44856.676
1480,44856.676
1481,44856.676
1482,45740.65
1483,44856.676
1484,45740.65
1485,44856.676
1486,44856.676
1487,44856.676
1488,45740.65
1489,45740.65
1490,45740.65
1491,44856.676
1492,37338.777
1493,44640.887
1494,44856.676
1495,44856.676
1496,45740.65
1497,45740.65
1498,45740.65
1499,45740.65
1500,45740.65
1501,45740.65
1502,45740.65
1503,45740.65
1504,44856.676
1505,44856.676
1506,44856.676
1507,44856.676
1508,44856.676
1509,44640.887
1510,44856.676
1511,44856.676
1512,44640.887
1513,44856.676
1514,44933.26
1515,44640.887
1516,44856.676
1517,45740.65
1518,44856.676
1519,44640.887
1520,44640.887
1521,44856.676
1522,44640.887
1523,44856.676
1524,45740.65
1525,44640.887
1526,45740.65
1527,45740.65
1528,44640.887
1529,44856.676
1530,45740.65
1531,44856.676
1532,45524.86
1533,44856.676
1534,44856.676
1535,44856.676
1536,44856.676
1537,37338.777
1538,36454.805
1539,44856.676
1540,36454.805
1541,45740.65
1542,44640.887
1543,36454.805
1544,37122.99
1545,45524.86
1546,44856.676
1547,44856.676
1548,44856.676
1549,45740.65
1550,44640.887
1551,45740.65
1552,44640.887
1553,44856.676
1554,44640.887
1555,44856.676
1556,36454.805
1557,36454.805
1558,36239.016
1559,36454.805
1560,45740.65
1561,36531.39
1562,44856.676
1563,45740.65
1564,44856.676
1565,44640.887
1566,45740.65
1567,37338.777
1568,44856.676
1569,44856.676
1570,44640.887
1571,44640.887
1572,44856.676
1573,45740.65
1574,44856.676
1575,45524.86
1576,44856.676
1577,45740.65
1578,44856.676
1579,45524.86
1580,44856.676
1581,44640.887
1582,44640.887
1583,44856.676
1584,44856.676
1585,45740.65
1586,37338.777
1587,44640.887
1588,44640.887
1589,37338.777
1590,44856.676
1591,44640.887
1592,37122.99
1593,45740.65
1594,44856.676
1595,44856.676
1596,44856.676
1597,44856.676
1598,44856.676
1599,45740.65
1600,45740.65
1601,45740.65
1602,45524.86
1603,44856.676
1604,45740.65
1605,44856.676
1606,44640.887
1607,44856.676
1608,44856.676
1609,45740.65
1610,44856.676
1611,45740.65
1612,44856.676
1613,44856.676
1614,45740.65
1615,44856.676
1616,44856.676
1617,44856.676
1618,44856.676
1619,45524.86
1620,44856.676
1621,44640.887
1622,44856.676
1623,44640.887
1624,44856.676
1625,45740.65
1626,44856.676
1627,44856.676
1628,44856.676
1629,44856.676
1630,45740.65
1631,45740.65
1632,45740.65
1633,44856.676
1634,44856.676
1635,44856.676
1636,44856.676
1637,44856.676
1638,44856.676
1639,44856.676
1640,44856.676
1641,44856.676
1642,44856.676
1643,44856.676
1644,44856.676
1645,44856.676
1646,44640.887
1647,44856.676
1648,45740.65
1649,44856.676
1650,44640.887
1651,44640.887
1652,45740.65
1653,45740.65
1654,44856.676
1655,45740.65
1656,44856.676
1657,44856.676
1658,44856.676
1659,45740.65
1660,44856.676
1661,44856.676
1662,44856.676
1663,44856.676
1664,45817.234
1665,44856.676
1666,44856.676
1667,44856.676
1668,44856.676
1669,45740.65
1670,44856.676
1671,44856.676
1672,44717.473
1673,44856.676
1674,44856.676
1675,45740.65
1676,45740.65
1677,45740.65
1678,45740.65
1679,44856.676
1680,45740.65
1681,45740.65
1682,44856.676
1683,45740.65
1684,44856.676
1685,44856.676
1686,45740.65
1687,44856.676
1688,44856.676
1689,44640.887
1690,44856.676
1691,44856.676
1692,44856.676
1693,44856.676
1694,44856.676
1695,44856.676
1696,44856.676
1697,44856.676
1698,44856.676
1699,44856.676
1700,44856.676
1701,44856.676
1702,44856.676
1703,44856.676
1704,44856.676
1705,44856.676
1706,45524.86
1707,44856.676
1708,44856.676
1709,44856.676
1710,45740.65
1711,44856.676
1712,44856.676
1713,44856.676
1714,44856.676
1715,44856.676
1716,44856.676
1717,44856.676
1718,44856.676
1719,44856.676
1720,44856.676
1721,44856.676
1722,44856.676
1723,44856.676
1724,45740.65
1725,44856.676
1726,44856.676
1727,45740.65
1728,44856.676
1729,44856.676
1730,44856.676
1731,44640.887
1732,44856.676
1733,45740.65
1734,44640.887
1735,44640.887
1736,44856.676
1737,45524.86
1738,44640.887
1739,44856.676
1740,45740.65
1741,45740.65
1742,45740.65
1743,44856.676
1744,45740.65
1745,45740.65
1746,44856.676
1747,44856.676
1748,44856.676
1749,44856.676
1750,44640.887
1751,44856.676
1752,45524.86
1753,44856.676
1754,44856.676
1755,44856.676
1756,45524.86
1757,44856.676
1758,44640.887
1759,44856.676
1760,44640.887
1761,44856.676
1762,44640.887
1763,44856.676
1764,45524.86
1765,45524.86
1766,44640.887
1767,45524.86
1768,44856.676
1769,44856.676
1770,44856.676
1771,44640.887
1772,44640.887
1773,44856.676
1774,44856.676
1775,44856.676
1776,45740.65
1777,45740.65
1778,45524.86
1779,45524.86
1780,44640.887
1781,44640.887
1782,45740.65
1783,44856.676
1784,45740.65
1785,44640.887
1786,44856.676
1787,44856.676
1788,37338.777
1789,37338.777
1790,45740.65
1791,44856.676
1792,44640.887
1793,44640.887
1794,45740.65
1795,44856.676
1796,45740.65
1797,36454.805
1798,44640.887
1799,45740.65
1800,44640.887
1801,44856.676
1802,44856.676
1803,44856.676
1804,45740.65
1805,44856.676
1806,44856.676
1807,36454.805
1808,44640.887
1809,44856.676
1810,44640.887
1811,36454.805
1812,36454.805
1813,44640.887
1814,45740.65
1815,37338.777
1816,45524.86
1817,44856.676
1818,44856.676
1819,44856.676
1820,45740.65
1821,44856.676
1822,44640.887
1823,37338.777
1824,36239.016
1825,44856.676
1826,44856.676
1827,45524.86
1828,44856.676
1829,45740.65
1830,44856.676
1831,44856.676
1832,36454.805
1833,44640.887
1834,44856.676
1835,36454.805
1836,44856.676
1837,45740.65
1838,44856.676
1839,45740.65
1840,44933.26
1841,45817.234
1842,36454.805
1843,44856.676
1844,44856.676
1845,44856.676
1846,44640.887
1847,44856.676
1848,37338.777
1849,45740.65
1850,45524.86
1851,44856.676
1852,44640.887
1853,45740.65
1854,45740.65
1855,45740.65
1856,44640.887
1857,44856.676
1858,44856.676
1859,44640.887
1860,45817.234
1861,44856.676
1862,44933.26
1863,44933.26
1864,44933.26
1865,45740.65
1866,44856.676
1867,44856.676
1868,44856.676
1869,45740.65
1870,45740.65
1871,44856.676
1872,44856.676
1873,44856.676
1874,44856.676
1875,44640.887
1876,44856.676
1877,44856.676
1878,44856.676
1879,44640.887
1880,45740.65
1881,44856.676
1882,44856.676
1883,44856.676
1884,44856.676
1885,45740.65
1886,44856.676
1887,44856.676
1888,44856.676
1889,44856.676
1890,44640.887
1891,45740.65
1892,44640.887
1893,44856.676
1894,44856.676
1895,45740.65
1896,44856.676
1897,44856.676
1898,44856.676
1899,44856.676
1900,44640.887
1901,45524.86
1902,45524.86
1903,44856.676
1904,45524.86
1905,44856.676
1906,36454.805
1907,44856.676
1908,45524.86
1909,45524.86
1910,45524.86
1911,44856.676
1912,44640.887
1913,36454.805
1914,37338.777
1915,45740.65
1916,37338.777
1917,44856.676
1918,45524.86
1919,45524.86
1920,45740.65
1921,44856.676
1922,44856.676
1923,44856.676
1924,44933.26
1925,44856.676
1926,45740.65
1927,44640.887
1928,44856.676
1929,45524.86
1930,45740.65
1931,45524.86
1932,44856.676
1933,44640.887
1934,44856.676
1935,44856.676
1936,44856.676
1937,44856.676
1938,44856.676
1939,45740.65
1940,45740.65
1941,44856.676
1942,44640.887
1943,45740.65
1944,44856.676
1945,45740.65
1946,44856.676
1947,45740.65
1948,44856.676
1949,45740.65
1950,44856.676
1951,44856.676
1952,44856.676
1953,44640.887
1954,44856.676
1955,44856.676
1956,44640.887
1957,45524.86
1958,44640.887
1959,44856.676
1960,45740.65
1961,44856.676
1962,45740.65
1963,45740.65
1964,44856.676
1965,44856.676
1966,45740.65
1967,44856.676
1968,44856.676
1969,45740.65
1970,44856.676
1971,44856.676
1972,44856.676
1973,44856.676
1974,44856.676
1975,47579.27
1976,45740.65
1977,44856.676
1978,44856.676
1979,45740.65
1980,45740.65
1981,45740.65
1982,45740.65
1983,45740.65
1984,45740.65
1985,45740.65
1986,45740.65
1987,45740.65
1988,44856.676
1989,44856.676
1990,44856.676
1991,45740.65
1992,44856.676
1993,44856.676
1994,44856.676
1995,44856.676
1996,44856.676
1997,44856.676
1998,45740.65
1999,44856.676
2000,44856.676
2001,44856.676
2002,44856.676
2003,44856.676
2004,44856.676
2005,44856.676
2006,44856.676
2007,44856.676
2008,45740.65
2009,44856.676
2010,44856.676
2011,44856.676
2012,44856.676
2013,44856.676
2014,44856.676
2015,44856.676
2016,44856.676
2017,44856.676
2018,44640.887
2019,44856.676
2020,36454.805
2021,44856.676
2022,44856.676
2023,44640.887
2024,44856.676
2025,44856.676
2026,45740.65
2027,45740.65
2028,45740.65
2029,44856.676
2030,45740.65
2031,45740.65
2032,45740.65
2033,45740.65
2034,44856.676
2035,44856.676
2036,44856.676
2037,44856.676
2038,45740.65
2039,45740.65
2040,44856.676
2041,44640.887
2042,44856.676
2043,44856.676
2044,44640.887
2045,44856.676
2046,44856.676
2047,44856.676
2048,44856.676
2049,44856.676
2050,44856.676
2051,45524.86
2052,44856.676
2053,44640.887
2054,45740.65
2055,44640.887
2056,44856.676
2057,44640.887
2058,44640.887
2059,44856.676
2060,45740.65
2061,44856.676
2062,44856.676
2063,45524.86
2064,44856.676
2065,37122.99
2066,44856.676
2067,44856.676
2068,44856.676
2069,37122.99
2070,44856.676
2071,45740.65
2072,44640.887
2073,44640.887
2074,44640.887
2075,44856.676
2076,45740.65
2077,44856.676
2078,44856.676
2079,44640.887
2080,45524.86
2081,44856.676
2082,36454.805
2083,44856.676
2084,45740.65
2085,44856.676
2086,36454.805
2087,44856.676
2088,37338.777
2089,45524.86
2090,44856.676
2091,44856.676
2092,45740.65
2093,37338.777
2094,45740.65
2095,44856.676
2096,37338.777
2097,44856.676
2098,44856.676
2099,37338.777
2100,44640.887
2101,36454.805
2102,44640.887
2103,45740.65
2104,44856.676
2105,44856.676
2106,37338.777
2107,44856.676
2108,45740.65
2109,45740.65
2110,45524.86
2111,44856.676
2112,44856.676
2113,44856.676
2114,44640.887
2115,44640.887
2116,45740.65
2117,44640.887
2118,45740.65
2119,44856.676
2120,44640.887
2121,45524.86
2122,45740.65
2123,37338.777
2124,44640.887
2125,44856.676
2126,44856.676
2127,44640.887
2128,44856.676
2129,45740.65
2130,44856.676
2131,44856.676
2132,45740.65
2133,45740.65
2134,44640.887
